id,employeeEntityId,name,gender,profileImageUrl,dateOfBirth,placeOfBirth,region,countryOfBirth,zanId,phoneNumber,contactAddress,zssfNumber,payrollNumber,cadre,salaryScale,ministry,department,appointmentType,contractType,recentTitleDate,currentReportingOffice,currentWorkplace,employmentDate,confirmationDate,retirementDate,status,ardhilHaliUrl,confirmationLetterUrl,jobContractUrl,birthCertificateUrl,institutionId
emp_086,emp_entity_86,Tour Guide Coordinator Said,Male,https://placehold.co/150x150.png?text=TG,1955-03-08 21:00:00,Chake Chake,Kaskazini Pemba,Tanzania,1908010860,0777-156395,"P.O. Box 5947, Stone Town, Zanzibar",ZSSF086,PAY0086,Senior Tourism Officer,ZPS 4.2,KAMISHENI YA UTALII ZANZIBAR,Tourism Services,Permanent,Full-time,1992-11-20 21:00:00,Director of Tourism Services,Head Office,1992-11-20 21:00:00,,2015-03-08 21:00:00,On Probation,https://placehold.co/ardhil-hali-86.pdf,,https://placehold.co/contract-86.pdf,https://placehold.co/birth-cert-86.pdf,cmd06xe2r000be6bqrqhwhbq1
emp_087,emp_entity_87,Labour Economist Dr. Ali,Male,https://placehold.co/150x150.png?text=LE,1962-01-31 21:00:00,Nungwi,Mjini Magharibi,Tanzania,1905930870,0777-149653,"P.O. Box 6436, Vitongoji, Zanzibar",ZSSF087,PAY0087,Director of Employment,ZPS 6.2,SEKRETARIETI YA AJIRA,Employment Policy,Permanent,Full-time,1996-06-21 21:00:00,Director of Employment Policy,Head Office,1996-06-21 21:00:00,1998-01-12 01:07:58.747,2022-01-31 21:00:00,Confirmed,https://placehold.co/ardhil-hali-87.pdf,https://placehold.co/confirmation-87.pdf,https://placehold.co/contract-87.pdf,https://placehold.co/birth-cert-87.pdf,cmd06xe3e000le6bqscwfh5be
emp_088,emp_entity_88,Career Counselor Amina,Female,https://placehold.co/150x150.png?text=CC,1976-01-13 21:00:00,Chake Chake,Mjini Magharibi,Tanzania,1906980880,0777-489539,"P.O. Box 1970, Stone Town, Zanzibar",ZSSF088,PAY0088,Principal Career Officer,ZPS 5.1,SEKRETARIETI YA AJIRA,Career Development,Permanent,Full-time,2003-09-14 21:00:00,Director of Career Development,Head Office,2003-09-14 21:00:00,2005-02-21 01:41:09.235,2036-01-13 21:00:00,Confirmed,https://placehold.co/ardhil-hali-88.pdf,https://placehold.co/confirmation-88.pdf,https://placehold.co/contract-88.pdf,https://placehold.co/birth-cert-88.pdf,cmd06xe3e000le6bqscwfh5be
emp_089,emp_entity_89,Skills Development Officer,Male,https://placehold.co/150x150.png?text=SD,1980-12-23 21:00:00,Bububu,Kaskazini Unguja,Tanzania,1908030890,0777-898172,"P.O. Box 8696, Kizimbani, Zanzibar",ZSSF089,PAY0089,Training Coordinator,ZPS 4.1,SEKRETARIETI YA AJIRA,Skills Training,Permanent,Full-time,2015-11-24 21:00:00,Director of Skills Training,Head Office,2015-11-24 21:00:00,2017-07-04 13:06:10.984,2040-12-23 21:00:00,Confirmed,https://placehold.co/ardhil-hali-89.pdf,https://placehold.co/confirmation-89.pdf,https://placehold.co/contract-89.pdf,https://placehold.co/birth-cert-89.pdf,cmd06xe3e000le6bqscwfh5be
emp_090,emp_entity_90,Education Researcher Prof. Omar,Male,https://placehold.co/150x150.png?text=ER,1951-09-15 21:00:00,Mahonda,Mjini Magharibi,Tanzania,1905950900,0777-933644,"P.O. Box 6757, Kizimbani, Zanzibar",ZSSF090,PAY0090,Director of Research,ZPS 7.1,TAASISI YA ELIMU YA ZANZIBAR,Educational Research,Permanent,Full-time,1977-10-14 21:00:00,Director of Educational Research,Head Office,1977-10-14 21:00:00,1979-06-26 09:30:45.319,2011-09-15 21:00:00,Confirmed,https://placehold.co/ardhil-hali-90.pdf,https://placehold.co/confirmation-90.pdf,https://placehold.co/contract-90.pdf,https://placehold.co/birth-cert-90.pdf,cmd06xe2w000de6bqzqo9qu3m
emp_091,emp_entity_91,Curriculum Developer Dr. Fatma,Female,https://placehold.co/150x150.png?text=CD,1980-03-17 21:00:00,Chake Chake,Mjini Magharibi,Tanzania,1907000910,0777-401817,"P.O. Box 5815, Vitongoji, Zanzibar",ZSSF091,PAY0091,Curriculum Specialist,ZPS 6.1,TAASISI YA ELIMU YA ZANZIBAR,Curriculum Development,Permanent,Full-time,2008-01-24 21:00:00,Director of Curriculum Development,Head Office,2008-01-24 21:00:00,2009-09-07 22:13:47.532,2040-03-17 21:00:00,Confirmed,https://placehold.co/ardhil-hali-91.pdf,https://placehold.co/confirmation-91.pdf,https://placehold.co/contract-91.pdf,https://placehold.co/birth-cert-91.pdf,cmd06xe2w000de6bqzqo9qu3m
emp_011,emp_entity_11,Rashid Mohammed Omar,Male,https://placehold.co/150x150.png?text=RMO,1978-02-13 21:00:00,Stone Town,Kusini Pemba,Tanzania,1909900110,0777-293532,"P.O. Box 8520, Kizimbani, Zanzibar",ZSSF011,PAY0011,Education Officer,ZPS 4.1,WIZARA YA ELIMU NA MAFUNZO YA AMALI,Teacher Training,Permanent,Full-time,2021-02-17 21:00:00,Director of Teacher Training,Head Office,2021-02-17 21:00:00,,2038-02-13 21:00:00,On Probation,https://placehold.co/ardhil-hali-11.pdf,,https://placehold.co/contract-11.pdf,https://placehold.co/birth-cert-11.pdf,cmd06nn7r0002e67w8df8thtn
emp_093,emp_entity_93,Emergency Manager Dr. Said,Male,https://placehold.co/150x150.png?text=EM,1950-03-13 21:00:00,Kizimbani,Kaskazini Pemba,Tanzania,1905970930,0777-944204,"P.O. Box 2121, Nungwi, Zanzibar",ZSSF093,PAY0093,Director General,ZPS 7.2,KAMISHENI YA KUKABILIANA NA MAAFA ZANZIBAR,Disaster Management,Permanent,Full-time,1985-03-02 21:00:00,Director of Disaster Management,Head Office,1985-03-02 21:00:00,1986-12-23 20:49:41.9,2010-03-13 21:00:00,Confirmed,https://placehold.co/ardhil-hali-93.pdf,https://placehold.co/confirmation-93.pdf,https://placehold.co/contract-93.pdf,https://placehold.co/birth-cert-93.pdf,cmd06xe2y000ee6bqel875c2s
emp_094,emp_entity_94,Risk Assessment Expert Zeinab,Female,https://placehold.co/150x150.png?text=RA,1984-07-15 21:00:00,Nungwi,Kaskazini Unguja,Tanzania,1907020940,0777-828508,"P.O. Box 8232, Kizimbani, Zanzibar",ZSSF094,PAY0094,Risk Analysis Officer,ZPS 5.2,KAMISHENI YA KUKABILIANA NA MAAFA ZANZIBAR,Risk Assessment,Permanent,Full-time,2023-07-20 21:00:00,Director of Risk Assessment,Head Office,2023-07-20 21:00:00,2025-06-27 15:08:43.053,2044-07-15 21:00:00,Confirmed,https://placehold.co/ardhil-hali-94.pdf,https://placehold.co/confirmation-94.pdf,https://placehold.co/contract-94.pdf,https://placehold.co/birth-cert-94.pdf,cmd06xe2y000ee6bqel875c2s
emp_095,emp_entity_95,Emergency Response Coordinator,Male,https://placehold.co/150x150.png?text=ER,1985-07-15 21:00:00,Chake Chake,Kusini Pemba,Tanzania,1908070950,0777-167103,"P.O. Box 8173, Mkokotoni, Zanzibar",ZSSF095,PAY0095,Response Coordinator,ZPS 4.2,KAMISHENI YA KUKABILIANA NA MAAFA ZANZIBAR,Emergency Response,Permanent,Full-time,2015-02-06 21:00:00,Director of Emergency Response,Head Office,2015-02-06 21:00:00,,2045-07-15 21:00:00,On Probation,https://placehold.co/ardhil-hali-95.pdf,,https://placehold.co/contract-95.pdf,https://placehold.co/birth-cert-95.pdf,cmd06xe2y000ee6bqel875c2s
emp_096,emp_entity_96,Construction Manager Eng. Ali,Male,https://placehold.co/150x150.png?text=CM,1956-07-26 21:00:00,Mahonda,Kaskazini Unguja,Tanzania,1905990960,0777-130180,"P.O. Box 5388, Nungwi, Zanzibar",ZSSF096,PAY0096,Chief Executive Officer,ZPS 7.2,WAKALA WA MAJENGO ZANZIBAR,Construction Management,Permanent,Full-time,1991-11-22 21:00:00,Director of Construction Management,Head Office,1991-11-22 21:00:00,1993-05-17 22:37:29.811,2016-07-26 21:00:00,Confirmed,https://placehold.co/ardhil-hali-96.pdf,https://placehold.co/confirmation-96.pdf,https://placehold.co/contract-96.pdf,https://placehold.co/birth-cert-96.pdf,cmd06xe30000fe6bqe6ljiz1v
emp_097,emp_entity_97,Quantity Surveyor Amina,Female,https://placehold.co/150x150.png?text=QS,1977-10-14 21:00:00,Stone Town,Kusini Unguja,Tanzania,1907040970,0777-196266,"P.O. Box 9278, Stone Town, Zanzibar",ZSSF097,PAY0097,Principal Quantity Surveyor,ZPS 6.1,WAKALA WA MAJENGO ZANZIBAR,Cost Estimation,Permanent,Full-time,2014-11-05 21:00:00,Director of Cost Estimation,Head Office,2014-11-05 21:00:00,2016-01-24 21:03:00.019,2037-10-14 21:00:00,Confirmed,https://placehold.co/ardhil-hali-97.pdf,https://placehold.co/confirmation-97.pdf,https://placehold.co/contract-97.pdf,https://placehold.co/birth-cert-97.pdf,cmd06xe30000fe6bqe6ljiz1v
emp_098,emp_entity_98,Site Supervisor Hassan,Male,https://placehold.co/150x150.png?text=SS,1966-02-19 21:00:00,Mkoani,Kusini Pemba,Tanzania,1908090980,0777-507757,"P.O. Box 3411, Vitongoji, Zanzibar",ZSSF098,PAY0098,Construction Supervisor,ZPS 4.1,WAKALA WA MAJENGO ZANZIBAR,Site Management,Permanent,Full-time,1995-03-11 21:00:00,Director of Site Management,Head Office,1995-03-11 21:00:00,1996-10-23 19:09:10.141,2026-02-19 21:00:00,Confirmed,https://placehold.co/ardhil-hali-98.pdf,https://placehold.co/confirmation-98.pdf,https://placehold.co/contract-98.pdf,https://placehold.co/birth-cert-98.pdf,cmd06xe30000fe6bqe6ljiz1v
emp_099,emp_entity_99,Mhe. Dr. Seif Sharif Hamad,Male,https://placehold.co/150x150.png?text=MD,1973-04-12 21:00:00,Koani,Kusini Unguja,Tanzania,1905550560,0777-229309,"P.O. Box 6508, Koani, Zanzibar",ZSSF099,PAY0099,Regional Commissioner,ZPS 8.2,Ofisi ya Mkuu wa Mkoa wa Kusini Unguja,Regional Administration,Permanent,Full-time,2008-05-03 21:00:00,Director of Regional Administration,Regional Office,2008-05-03 21:00:00,2009-05-03 21:00:00,2033-04-12 21:00:00,Confirmed,https://placehold.co/ardhil-hali-99.pdf,https://placehold.co/confirmation-99.pdf,https://placehold.co/contract-99.pdf,https://placehold.co/birth-cert-99.pdf,cmd06xe220001e6bqj26tnlsj
emp_100,emp_entity_100,Dkt. Mwalimu Fatma Khamis,Female,https://placehold.co/150x150.png?text=DM,1975-01-13 21:00:00,Koani,Kusini Unguja,Tanzania,1906600570,0777-302012,"P.O. Box 3554, Koani, Zanzibar",ZSSF100,PAY0100,District Commissioner,ZPS 7.1,Ofisi ya Mkuu wa Mkoa wa Kusini Unguja,Local Government,Permanent,Full-time,2014-01-31 21:00:00,Director of Local Government,Regional Office,2014-01-31 21:00:00,2015-01-31 21:00:00,2035-01-13 21:00:00,Confirmed,https://placehold.co/ardhil-hali-100.pdf,https://placehold.co/confirmation-100.pdf,https://placehold.co/contract-100.pdf,https://placehold.co/birth-cert-100.pdf,cmd06xe220001e6bqj26tnlsj
emp_101,emp_entity_101,Mwanakijiji Hassan Omar,Male,https://placehold.co/150x150.png?text=MH,1978-02-03 21:00:00,Koani,Kusini Unguja,Tanzania,1907650580,0777-189899,"P.O. Box 2172, Koani, Zanzibar",ZSSF101,PAY0101,Ward Development Officer,ZPS 4.1,Ofisi ya Mkuu wa Mkoa wa Kusini Unguja,Community Development,Permanent,Full-time,2016-04-12 21:00:00,Director of Community Development,Regional Office,2016-04-12 21:00:00,,2038-02-03 21:00:00,On Probation,https://placehold.co/ardhil-hali-101.pdf,,https://placehold.co/contract-101.pdf,https://placehold.co/birth-cert-101.pdf,cmd06xe220001e6bqj26tnlsj
emp_102,emp_entity_102,Marine Conservation Expert Dr. Zeinab,Female,https://placehold.co/150x150.png?text=MC,1986-05-02 21:00:00,Mahonda,Kaskazini Unguja,Tanzania,1906031491,0777-840445,"P.O. Box 1869, Jambiani, Zanzibar",ZSSF102,PAY0102,Marine Biologist,ZPS 6.2,WIZARA YA UCHUMI WA BULUU NA UVUVI,Marine Conservation,Permanent,Full-time,2019-11-13 21:00:00,Director of Marine Conservation,Head Office,2019-11-13 21:00:00,2021-04-23 15:07:32.95,2046-05-02 21:00:00,Confirmed,https://placehold.co/ardhil-hali-102.pdf,https://placehold.co/confirmation-102.pdf,https://placehold.co/contract-102.pdf,https://placehold.co/birth-cert-102.pdf,cmd06xe3r000re6bqum8g62id
emp_103,emp_entity_103,Heritage Conservator Omar Ali Hassan,Male,https://placehold.co/150x150.png?text=HC,1991-07-31 21:00:00,Mkokotoni,Kusini Unguja,Tanzania,1907081501,0777-891544,"P.O. Box 3983, Stone Town, Zanzibar",ZSSF103,PAY0103,Conservation Specialist,ZPS 5.2,WIZARA YA UTALII NA MAMBO YA KALE,Heritage Protection,Permanent,Full-time,2029-01-15 21:00:00,Director of Heritage Protection,Head Office,2029-01-15 21:00:00,2030-12-15 10:48:00.656,2051-07-31 21:00:00,Confirmed,https://placehold.co/ardhil-hali-103.pdf,https://placehold.co/confirmation-103.pdf,https://placehold.co/contract-103.pdf,https://placehold.co/birth-cert-103.pdf,cmd06xe40000ve6bqrip9e4m6
emp_105,emp_entity_105,Investigation Officer Zeinab Omar,Female,https://placehold.co/150x150.png?text=IO,1967-02-28 21:00:00,Stone Town,Kaskazini Unguja,Tanzania,1906781051,0777-865896,"P.O. Box 9409, Jambiani, Zanzibar",ZSSF105,PAY0105,Senior Investigator,ZPS 6.1,MAMLAKA YA KUZUIA RUSHWA NA UHUJUMU WA UCHUMI ZANZIBAR,Anti-Corruption,Permanent,Full-time,1996-10-12 21:00:00,Director of Anti-Corruption,Head Office,1996-10-12 21:00:00,1997-11-13 06:11:35.907,2027-02-28 21:00:00,Confirmed,https://placehold.co/ardhil-hali-105.pdf,https://placehold.co/confirmation-105.pdf,https://placehold.co/contract-105.pdf,https://placehold.co/birth-cert-105.pdf,cmd06xe3w000te6bqc44b0xpr
emp_106,emp_entity_106,Forensic Accountant Said Ali,Male,https://placehold.co/150x150.png?text=FA,1976-06-21 21:00:00,Kiwengwa,Kaskazini Pemba,Tanzania,1907831061,0777-259179,"P.O. Box 3242, Mkoani, Zanzibar",ZSSF106,PAY0106,Forensic Analyst,ZPS 5.1,MAMLAKA YA KUZUIA RUSHWA NA UHUJUMU WA UCHUMI ZANZIBAR,Financial Crimes,Permanent,Full-time,2005-11-18 21:00:00,Director of Financial Crimes,Head Office,2005-11-18 21:00:00,2007-04-04 19:13:07.85,2036-06-21 21:00:00,Confirmed,https://placehold.co/ardhil-hali-106.pdf,https://placehold.co/confirmation-106.pdf,https://placehold.co/contract-106.pdf,https://placehold.co/birth-cert-106.pdf,cmd06xe3w000te6bqc44b0xpr
emp_107,emp_entity_107,Chief Prosecutor Dr. Mwalimu Hassan,Male,https://placehold.co/150x150.png?text=CP,1966-04-30 21:00:00,Mkoani,Kaskazini Unguja,Tanzania,1905751071,0777-841325,"P.O. Box 2534, Wete, Zanzibar",ZSSF107,PAY0107,Director of Public Prosecutions,ZPS 8.2,AFISI YA MKURUGENZI WA MASHTAKA,Criminal Prosecutions,Permanent,Full-time,1998-07-22 21:00:00,Director of Criminal Prosecutions,Head Office,1998-07-22 21:00:00,2000-04-15 20:48:51.935,2026-04-30 21:00:00,Confirmed,https://placehold.co/ardhil-hali-107.pdf,https://placehold.co/confirmation-107.pdf,https://placehold.co/contract-107.pdf,https://placehold.co/birth-cert-107.pdf,cmd06xe4b0010e6bqt54zkblq
emp_108,emp_entity_108,State Attorney Amina Juma Ali,Female,https://placehold.co/150x150.png?text=SA,1972-02-13 21:00:00,Kiwengwa,Kaskazini Pemba,Tanzania,1906801081,0777-432141,"P.O. Box 4539, Jambiani, Zanzibar",ZSSF108,PAY0108,Senior State Attorney,ZPS 6.2,AFISI YA MKURUGENZI WA MASHTAKA,Court Proceedings,Permanent,Full-time,2005-05-11 21:00:00,Director of Court Proceedings,Head Office,2005-05-11 21:00:00,2006-11-22 01:52:18.058,2032-02-13 21:00:00,Confirmed,https://placehold.co/ardhil-hali-108.pdf,https://placehold.co/confirmation-108.pdf,https://placehold.co/contract-108.pdf,https://placehold.co/birth-cert-108.pdf,cmd06xe4b0010e6bqt54zkblq
emp_109,emp_entity_109,Legal Research Officer Omar Said,Male,https://placehold.co/150x150.png?text=LR,1975-05-18 21:00:00,Bububu,Kusini Unguja,Tanzania,1907851091,0777-157973,"P.O. Box 2152, Mkokotoni, Zanzibar",ZSSF109,PAY0109,Legal Research Officer,ZPS 4.2,AFISI YA MKURUGENZI WA MASHTAKA,Legal Research,Permanent,Full-time,2000-05-27 21:00:00,Director of Legal Research,Head Office,2000-05-27 21:00:00,2002-01-15 01:09:18.967,2035-05-18 21:00:00,Confirmed,https://placehold.co/ardhil-hali-109.pdf,https://placehold.co/confirmation-109.pdf,https://placehold.co/contract-109.pdf,https://placehold.co/birth-cert-109.pdf,cmd06xe4b0010e6bqt54zkblq
emp_110,emp_entity_110,Attorney General Prof. Fatma Hassan,Female,https://placehold.co/150x150.png?text=AG,1992-03-07 21:00:00,Mahonda,Kusini Pemba,Tanzania,1905771101,0777-302580,"P.O. Box 2862, Vitongoji, Zanzibar",ZSSF110,PAY0110,Attorney General,ZPS 8.2,AFISI YA MWANASHERIA MKUU,Legal Affairs,Permanent,Full-time,2029-12-09 21:00:00,Director of Legal Affairs,Head Office,2029-12-09 21:00:00,2031-03-25 02:28:55.632,2052-03-07 21:00:00,Confirmed,https://placehold.co/ardhil-hali-110.pdf,https://placehold.co/confirmation-110.pdf,https://placehold.co/contract-110.pdf,https://placehold.co/birth-cert-110.pdf,cmd06xe4e0011e6bqv8eg0b16
emp_111,emp_entity_111,Deputy Attorney General Dr. Ahmed Omar,Male,https://placehold.co/150x150.png?text=DA,1977-07-01 21:00:00,Chake Chake,Kaskazini Pemba,Tanzania,1906821111,0777-744541,"P.O. Box 8028, Chake Chake, Zanzibar",ZSSF111,PAY0111,Deputy Attorney General,ZPS 7.2,AFISI YA MWANASHERIA MKUU,Legal Advisory,Permanent,Full-time,2015-11-24 21:00:00,Director of Legal Advisory,Head Office,2015-11-24 21:00:00,2017-05-20 13:32:17.248,2037-07-01 21:00:00,Confirmed,https://placehold.co/ardhil-hali-111.pdf,https://placehold.co/confirmation-111.pdf,https://placehold.co/contract-111.pdf,https://placehold.co/birth-cert-111.pdf,cmd06xe4e0011e6bqv8eg0b16
emp_112,emp_entity_112,Legal Advisor Mwanasha Ali,Female,https://placehold.co/150x150.png?text=LA,1965-10-14 21:00:00,Kizimbani,Kusini Unguja,Tanzania,1907871121,0777-931236,"P.O. Box 3012, Mahonda, Zanzibar",ZSSF112,PAY0112,Principal Legal Officer,ZPS 6.1,AFISI YA MWANASHERIA MKUU,Legal Drafting,Permanent,Full-time,1995-05-03 21:00:00,Director of Legal Drafting,Head Office,1995-05-03 21:00:00,1996-06-06 16:16:45.2,2025-10-14 21:00:00,Confirmed,https://placehold.co/ardhil-hali-112.pdf,https://placehold.co/confirmation-112.pdf,https://placehold.co/contract-112.pdf,https://placehold.co/birth-cert-112.pdf,cmd06xe4e0011e6bqv8eg0b16
emp_113,emp_entity_113,Drug Control Expert Dr. Hassan Ali Omar,Male,https://placehold.co/150x150.png?text=DC,1957-11-27 21:00:00,Kiwengwa,Kusini Unguja,Tanzania,1905791131,0777-658035,"P.O. Box 6944, Jambiani, Zanzibar",ZSSF113,PAY0113,Director General,ZPS 7.2,MAMLAKA YA KUDHIBITI NA KUPAMBANA NA DAWA ZA KULEVYA ZANZIBAR,Drug Control,Permanent,Full-time,1993-03-20 21:00:00,Minister,Head Office,1993-03-20 21:00:00,1994-11-03 08:23:21.419,2017-11-27 21:00:00,Confirmed,https://placehold.co/ardhil-hali-113.pdf,https://placehold.co/confirmation-113.pdf,https://placehold.co/contract-113.pdf,https://placehold.co/birth-cert-113.pdf,cmd06xe45000xe6bqb6qc19ys
emp_128,emp_entity_128,Policy Advisor Dr. Zeinab Omar,Female,https://placehold.co/150x150.png?text=PA,1955-08-31 21:00:00,Chake Chake,Mjini Magharibi,Tanzania,1905891281,0777-919695,"P.O. Box 3281, Kiwengwa, Zanzibar",ZSSF128,PAY0128,Principal Secretary,ZPS 8.1,OFISI YA MAKAMO WA KWANZA WA RAISI,Policy Coordination,Permanent,Full-time,1981-03-08 21:00:00,Minister,Head Office,1981-03-08 21:00:00,1983-02-24 23:38:06.251,2015-08-31 21:00:00,Confirmed,https://placehold.co/ardhil-hali-128.pdf,https://placehold.co/confirmation-128.pdf,https://placehold.co/contract-128.pdf,https://placehold.co/birth-cert-128.pdf,cmd06xe39000je6bqeouszvrd
emp_114,emp_entity_114,Narcotics Inspector Zeinab Hassan,Female,https://placehold.co/150x150.png?text=NI,1973-03-05 21:00:00,Bububu,Kusini Pemba,Tanzania,1906841141,0777-207812,"P.O. Box 5644, Mahonda, Zanzibar",ZSSF114,PAY0114,Chief Inspector,ZPS 5.2,MAMLAKA YA KUDHIBITI NA KUPAMBANA NA DAWA ZA KULEVYA ZANZIBAR,Drug Enforcement,Permanent,Full-time,2004-01-15 21:00:00,Director of Drug Enforcement,Head Office,2004-01-15 21:00:00,2005-10-12 08:10:31.249,2033-03-05 21:00:00,Confirmed,https://placehold.co/ardhil-hali-114.pdf,https://placehold.co/confirmation-114.pdf,https://placehold.co/contract-114.pdf,https://placehold.co/birth-cert-114.pdf,cmd06xe45000xe6bqb6qc19ys
emp_115,emp_entity_115,Rehabilitation Officer Ahmed Juma,Male,https://placehold.co/150x150.png?text=RO,1975-08-03 21:00:00,Jambiani,Kusini Pemba,Tanzania,1907891151,0777-220645,"P.O. Box 4856, Nungwi, Zanzibar",ZSSF115,PAY0115,Rehabilitation Coordinator,ZPS 4.2,MAMLAKA YA KUDHIBITI NA KUPAMBANA NA DAWA ZA KULEVYA ZANZIBAR,Treatment Programs,Permanent,Full-time,2007-05-13 21:00:00,Director of Treatment Programs,Head Office,2007-05-13 21:00:00,2009-04-26 13:28:51.058,2035-08-03 21:00:00,Confirmed,https://placehold.co/ardhil-hali-115.pdf,https://placehold.co/confirmation-115.pdf,https://placehold.co/contract-115.pdf,https://placehold.co/birth-cert-115.pdf,cmd06xe45000xe6bqb6qc19ys
emp_117,emp_entity_117,Legal Draftsman Omar Hassan Ali,Male,https://placehold.co/150x150.png?text=LD,1961-11-21 21:00:00,Jambiani,Kusini Unguja,Tanzania,1906861171,0777-140653,"P.O. Box 5871, Jambiani, Zanzibar",ZSSF117,PAY0117,Chief Legal Draftsman,ZPS 6.2,OFISI YA RAIS - KATIBA SHERIA UTUMISHI NA UTAWALA BORA,Legal Drafting,Permanent,Full-time,1995-12-19 21:00:00,Director of Legal Drafting,Head Office,1995-12-19 21:00:00,1997-09-05 18:19:12.252,2021-11-21 21:00:00,Confirmed,https://placehold.co/ardhil-hali-117.pdf,https://placehold.co/confirmation-117.pdf,https://placehold.co/contract-117.pdf,https://placehold.co/birth-cert-117.pdf,cmd06xe3i000ne6bq2q3y9g2z
emp_118,emp_entity_118,Good Governance Officer Fatma Omar,Female,https://placehold.co/150x150.png?text=GG,1968-08-06 21:00:00,Kiwengwa,Kusini Pemba,Tanzania,1907911181,0777-441244,"P.O. Box 3965, Chake Chake, Zanzibar",ZSSF118,PAY0118,Director of Good Governance,ZPS 6.1,OFISI YA RAIS - KATIBA SHERIA UTUMISHI NA UTAWALA BORA,Governance,Permanent,Full-time,1999-01-06 21:00:00,Director of Governance,Head Office,1999-01-06 21:00:00,2000-06-06 07:44:38.936,2028-08-06 21:00:00,Confirmed,https://placehold.co/ardhil-hali-118.pdf,https://placehold.co/confirmation-118.pdf,https://placehold.co/contract-118.pdf,https://placehold.co/birth-cert-118.pdf,cmd06xe3i000ne6bq2q3y9g2z
emp_119,emp_entity_119,Ethics Expert Prof. Said Hassan,Male,https://placehold.co/150x150.png?text=EE,1963-03-07 21:00:00,Jambiani,Kusini Pemba,Tanzania,1905831191,0777-581380,"P.O. Box 3704, Wete, Zanzibar",ZSSF119,PAY0119,Chairperson,ZPS 8.1,TUME YA MAADILI YA VIONGOZI WA UMMA,Ethics,Permanent,Full-time,1989-04-30 21:00:00,Minister,Head Office,1989-04-30 21:00:00,1990-08-03 18:47:43.35,2023-03-07 21:00:00,Confirmed,https://placehold.co/ardhil-hali-119.pdf,https://placehold.co/confirmation-119.pdf,https://placehold.co/contract-119.pdf,https://placehold.co/birth-cert-119.pdf,cmd06xe48000ye6bqwhlp0tum
emp_120,emp_entity_120,Investigation Officer Dr. Mwanajuma,Female,https://placehold.co/150x150.png?text=IO,1968-08-23 21:00:00,Wete,Kusini Unguja,Tanzania,1906881201,0777-759673,"P.O. Box 5788, Kiwengwa, Zanzibar",ZSSF120,PAY0120,Principal Investigation Officer,ZPS 6.1,TUME YA MAADILI YA VIONGOZI WA UMMA,Investigations,Permanent,Full-time,2005-09-10 21:00:00,Director of Investigations,Head Office,2005-09-10 21:00:00,2007-07-22 04:21:06.397,2028-08-23 21:00:00,Confirmed,https://placehold.co/ardhil-hali-120.pdf,https://placehold.co/confirmation-120.pdf,https://placehold.co/contract-120.pdf,https://placehold.co/birth-cert-120.pdf,cmd06xe48000ye6bqwhlp0tum
emp_121,emp_entity_121,Ethics Officer Ahmed Hassan,Male,https://placehold.co/150x150.png?text=EO,1988-11-05 21:00:00,Kizimbani,Kusini Unguja,Tanzania,1907931211,0777-179318,"P.O. Box 8995, Chake Chake, Zanzibar",ZSSF121,PAY0121,Ethics Officer,ZPS 4.2,TUME YA MAADILI YA VIONGOZI WA UMMA,Compliance,Permanent,Full-time,2027-04-07 21:00:00,Director of Compliance,Head Office,2027-04-07 21:00:00,,2048-11-05 21:00:00,On Probation,https://placehold.co/ardhil-hali-121.pdf,,https://placehold.co/contract-121.pdf,https://placehold.co/birth-cert-121.pdf,cmd06xe48000ye6bqwhlp0tum
emp_122,emp_entity_122,Election Expert Dr. Hassan Omar,Male,https://placehold.co/150x150.png?text=EE,1960-05-15 21:00:00,Wete,Kusini Unguja,Tanzania,1905851221,0777-798039,"P.O. Box 3947, Mahonda, Zanzibar",ZSSF122,PAY0122,Chairperson,ZPS 8.1,TUME YA UCHAGUZI YA ZANZIBAR,Elections,Permanent,Full-time,1995-03-04 21:00:00,Minister,Head Office,1995-03-04 21:00:00,1996-09-20 22:50:07.326,2020-05-15 21:00:00,Confirmed,https://placehold.co/ardhil-hali-122.pdf,https://placehold.co/confirmation-122.pdf,https://placehold.co/contract-122.pdf,https://placehold.co/birth-cert-122.pdf,cmd06xe3n000pe6bquce6e6ga
emp_123,emp_entity_123,Election Manager Amina Ali,Female,https://placehold.co/150x150.png?text=EM,1966-08-18 21:00:00,Wete,Kaskazini Unguja,Tanzania,1906901231,0777-716541,"P.O. Box 7244, Kizimbani, Zanzibar",ZSSF123,PAY0123,Director of Elections,ZPS 6.2,TUME YA UCHAGUZI YA ZANZIBAR,Election Management,Permanent,Full-time,1999-03-20 21:00:00,Director of Election Management,Head Office,1999-03-20 21:00:00,2001-02-17 12:41:07.995,2026-08-18 21:00:00,Confirmed,https://placehold.co/ardhil-hali-123.pdf,https://placehold.co/confirmation-123.pdf,https://placehold.co/contract-123.pdf,https://placehold.co/birth-cert-123.pdf,cmd06xe3n000pe6bquce6e6ga
